state,bh_mK,flux_s,flux_err
Potentals_2_minus1,0.0563893628,483.9586430323751,14.290724640464235
Potentals_2_minus1,0.0718789539,193.32790013772302,5.579471310789499
Potentals_2_minus1,0.0874721797,28.060431961682333,0.3764386349494615
Potentals_2_minus1,0.103840716,3.0069422942718202,0.27906394438804294
Potentals_2_minus1,0.119700503,0.20575654952095673,0.057014293076688205
Potentals_2_minus1,0.13609817,0.04891614262627127,0.02492728838477621
Potentals_2_minus1,0.153027152,0.016233766310375597,0.016233766310375597
Potentals_2_minus1,0.169950455,0.01968503945729049,0.01968503945729049
Potentals_2_minus1,0.186521717,,
Potentals_2_0,-2.05980015e-05,1410.6666665314322,41.21725586361926
Potentals_2_0,0.0122771318,1210.7341269733352,40.08153084743441
Potentals_2_0,0.0282125756,903.2319625968636,42.836925818880715
Potentals_2_0,0.0445722928,594.9488797140377,14.582914291574257
Potentals_2_0,0.0611482851,285.7029565377458,6.73351719874371
Potentals_2_0,0.077583264,46.28454515368826,1.696085242137716
Potentals_2_0,0.0947089727,3.122729773683355,0.14407272703224278
Potentals_2_0,0.111421093,0.3075374133782331,0.07369513821752745
Potentals_2_0,0.128953545,0.030030029656079794,0.015290542668972704
Potentals_2_0,0.146929603,,
Potentals_2_0,0.164669688,,
Potentals_2_0,0.182217411,,
Potentals_2_0,0.200012412,,
Potentals_2_1,-2.17663463e-05,1468.999999848293,63.54999141739404
Potentals_2_1,0.0101344465,1242.1825396425477,47.958156509891595
Potentals_2_1,0.0246096518,1012.5270563501601,35.54804189156347
Potentals_2_1,0.0397423892,752.564102719379,25.48672612482833
Potentals_2_1,0.0559388763,482.2723476912656,7.888395919633915
Potentals_2_1,0.0721217042,164.29378597024976,3.0910837880185555
Potentals_2_1,0.088790713,17.553303624290276,0.36792330267198525
Potentals_2_1,0.105806162,2.0481370070354856,0.2729570892890198
Potentals_2_1,0.122412411,0.13419608142528963,0.03345940114900093
Potentals_2_1,0.139697332,0.03630529408352852,0.024206718039266596
Potentals_2_1,0.156514655,,
Potentals_2_1,0.17275367,,
Potentals_2_1,0.188315413,,
Potentals_2_2,-2.54243982e-05,1653.666666472052,41.50100400120879
Potentals_2_2,0.00863609788,1445.1428570128323,61.88285324856206
Potentals_2_2,0.0215639095,1286.7261904315128,26.96910323517877
Potentals_2_2,0.0341268572,1084.376984166949,37.812186067878635
Potentals_2_2,0.0466591841,906.7373738623137,23.83717967180432
Potentals_2_2,0.0593282229,757.4307360834266,21.747710319346083
Potentals_2_2,0.0721424921,541.8538873285627,12.428980324440039
Potentals_2_2,0.0847123918,342.29684640375945,11.67945941647098
Potentals_2_2,0.0973073518,118.19087297348906,2.780180004346125
Potentals_2_2,0.110082314,21.44201378600946,0.6119354221462213
Potentals_2_2,0.123599856,2.5397923258966855,0.2697006306537777
Potentals_2_2,0.137381492,0.34011471951863537,0.0821764282828676
Potentals_2_2,0.151259153,0.015432098839293442,0.015432098839293442
